Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),MPN (product.metafields.shopwoo._sw_mpn),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
black-calf-leather-bos-taurus-shoulder-bag-4,Black Calf Leather Bos Taurus Shoulder Bag,"<p>The Mini Medusa Leather Shoulder Bag by Versace  is a sophisticated and practical accessory perfect for those seeking elegance and functionality. Made of high-quality leather, it features an adjustable flat strap that allows it to be worn comfortably on the shoulder or crossbody. The top zipper closure provides security, while the front pocket with magnetic flap is embellished with the iconic golden Medusa logo, a distinctive symbol of the brand. Inside, the single compartment offers enough space for your essentials, making it ideal for a chic and versatile everyday look.</p>
<p>Season: SS26<br>
Dimension: 22×12.5×4.5<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Versace,,,"112075178262, 13426, Bags, Black, New with tags, Shoulder Bags - Bags, Versace, Women",TRUE,Title,Default Title,,,,,,,,VE1017739DVIT2T1B00VBB,3000,shopify,deny,manual,962,1170,TRUE,TRUE,,,,,'9900656844502,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9938854.jpg?v=1772548031,1,,FALSE,,,,,,,,1017739DVIT2T,,kg,,630,active
black-calf-leather-bos-taurus-shoulder-bag-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9938856.jpg?v=1772548032,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9938858.jpg?v=1772548031,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9938861.jpg?v=1772548031,4,,,,,,,,,,,,,,,
black-lamb-ovis-aries-aries-shoulder-bag-1,Black Lamb Ovis Aries Aries Shoulder Bag,"<p>The lambskin Shoulder Bag by Versace is a sophisticated and luxurious accessory that captures the essence of the brand’s bold style. Crafted from soft lambskin leather, the bag features two flat handles that ensure comfort and elegant wearability. The zippered top closure offers security and convenience, while the brand’s iconic logo plaque affixed to the front adds a distinctive touch. A charm with the iconic Medusa logo, applied to the base of the handle, further embellishes the design, lending an accent of luxury and recognition. The interior, with a single compartment, is perfect for holding essentials, making this bag ideal for a refined and functional look.</p>
<p>Season: SS26<br>
Dimension: 27x12x10<br>
Composition: 100% Lamb Ovis Aries Aries</p>
",Versace,,,"112075178262, 13426, Bags, Black, New with tags, Shoulder Bags - Bags, Versace, Women",TRUE,Title,Default Title,,,,,,,,VE10157921A131711B00VBB,3000,shopify,deny,manual,1015,1320,TRUE,TRUE,,,,,'9900656844472,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9938846.jpg?v=1772548030,1,,FALSE,,,,,,,,10157921A13171,,kg,,690,active
black-lamb-ovis-aries-aries-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9938850.jpg?v=1772548031,2,,,,,,,,,,,,,,,
black-lamb-ovis-aries-aries-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9938853.jpg?v=1772548030,3,,,,,,,,,,,,,,,
black-lamb-ovis-aries-aries-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9938855.jpg?v=1772548030,4,,,,,,,,,,,,,,,
white-viscose-t-shirt,White Viscose T-Shirt,"<p>Fendi’s cotton T-Shirt represents the perfect meeting of comfort and iconic style. Made from high-quality cotton, it features a ribbed crew neck and hem with side slits, lending versatility to the design. The knit weave with the brand’s iconic FF in an elegant tone-on-tone pattern enriches the T-shirt with Fendi’s famous signature motif, making it both a sophisticated and contemporary garment perfect for any casual-chic occasion.</p>
<p>Season: SS26<br>
Fit: Regular<br>
Composition: 46% Viscose 54% Cotton</p>
",Fendi,,,"112075178262, 13426, Clothing, Fendi, IT44 | L, New with tags, T-Shirts - Clothing, T-Shirts - T-Shirts - Clothing, White, Women",TRUE,Italian Size WOMEN,IT44 | L,,,,,,,,FE-FZXD57AUZRF0ZNM-IT44 | L,500,shopify,deny,manual,970,1170,TRUE,TRUE,,,,,'8055052455188,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9938434.jpg?v=1772548028,1,,FALSE,,,,,,,,,,kg,,650,active
white-viscose-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9938438.jpg?v=1772548029,2,,,,,,,,,,,,,,,
white-viscose-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9938443.jpg?v=1772548029,3,,,,,,,,,,,,,,,
beige-leather-crossbody-bag,Beige Leather Crossbody Bag,"<p>Description:<br>
The product with MPN <b>S56WF0161P43002T2086</b> and code <b>F85176</b> <b>leather</b> in <b>beige</b> is a <b>crossbody bags</b> designed by <b>Maison Margiela</b>. It has features like <b>front logo, adjustable shoulder, removable shoulder</b>.</p>
",Maison Margiela,,,"112075374870, 13426, Bags, Beige, Crossbody Bags - Bags, Maison Margiela, New with tags, Women",TRUE,Title,Default Title,,,,,,,,MA15395963044105BT,2500,shopify,deny,manual,1061,1395,TRUE,TRUE,,,,,'8058260775109,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9903234.jpg?v=1772548027,1,,FALSE,,,,,,,,S56WF0161P43002T2086,,kg,,707,active
beige-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9903236.jpg?v=1772548027,2,,,,,,,,,,,,,,,
beige-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9903239.jpg?v=1772548027,3,,,,,,,,,,,,,,,
black-polyamide-shoulder-bag,Black Polyamide Shoulder Bag,"<p>The Shoulder Bag by Stella McCartney combines contemporary style and sustainable materials with a grained faux leather design. It features two flat top handles for convenient carrying and an adjustable shoulder strap that allows it to be worn as a crossbody. On the front stands out the iconic perforated monogram, a distinctive detail of the maison. The top magnetic button closure ensures ease of use, while inside is a removable flap-and-button pouch, perfect for organizing personal items with order and versatility.</p>
<p>Season: SS26<br>
Dimension: 31.5x22x13<br>
Composition: 100% Polyamide</p>
",Stella McCartney,,,"112075178262, 13426, Bags, Black, New with tags, Shoulder Bags - Bags, Stella McCartney, Women",TRUE,Title,Default Title,,,,,,,,ST513860WP00571000BB,3000,shopify,deny,manual,894,1070,TRUE,TRUE,,,,,'9900654756555,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9865628.jpg?v=1772548024,1,,FALSE,,,,,,,,513860WP0057,,kg,,610,active
black-polyamide-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9865629.jpg?v=1772548025,2,,,,,,,,,,,,,,,
black-polyamide-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9865630.jpg?v=1772548025,3,,,,,,,,,,,,,,,
black-polyamide-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9865631.jpg?v=1772548025,4,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-3,Black Calf Leather Bos Taurus Shoulder Bag,"<p>Margiela’s Glam Slam leather Hobo Shoulder Bag combines sophisticated design with functionality. Crafted from high-quality leather, it features an adjustable chain strap with leather detail for personalized comfort. The top closure with double-slider zipper provides convenience and security, while the interior flat pocket adds extra space for essentials. The padded design gives a soft, wrap-around texture, while the iconic signature patch and embroidered monogram on the front enhances its authenticity and distinctive elegance.</p>
<p>Season: SS26<br>
Dimension: 19x14x6<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Maison Margiela,,,"112075178262, 13426, Bags, Black, Maison Margiela, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,MASB1WG0021P4300T8013BB,3000,shopify,deny,manual,1105,1420,TRUE,TRUE,,,,,'9900061317189,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9841043.jpg?v=1772548023,1,,FALSE,,,,,,,,SB1WG0021P4300,,kg,,770,active
black-calf-leather-bos-taurus-shoulder-bag-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9841044.jpg?v=1772548022,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9841045.jpg?v=1772548023,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9841046.jpg?v=1772548024,4,,,,,,,,,,,,,,,
beige-fabric-shoulder-bag,Beige Fabric Shoulder Bag,"<p>Description:<br>
The product with MPN <b>SB1WG0043P4348T2070</b> and code <b>F85178</b> <b>fabric </b> in <b>beige</b> is a <b>shoulder bags</b> designed by <b>Maison Margiela</b>. It has features like <b>front logo, adjustable shoulder, removable shoulder</b>.</p>
",Maison Margiela,,,"112075374870, 13426, Bags, Beige, Maison Margiela, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,MA15396306256137BT,3000,shopify,deny,manual,1027.6,1615,TRUE,TRUE,,,,,'8053460535324,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9838271.jpg?v=1772548021,1,,FALSE,,,,,,,,SB1WG0043P4348T2070,,kg,,616,active
beige-fabric-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9838272.jpg?v=1772548021,2,,,,,,,,,,,,,,,
beige-fabric-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9838273.jpg?v=1772548022,3,,,,,,,,,,,,,,,
gray-merino-wool-polo-shirt-1,Gray Merino Wool Polo Shirt,"<p>Thom Browne Cardigan made of soft merino wool, featuring a monochrome design and slim fit. Featuring a V-neck with ribbed trim, it has a front button closure and two patch pockets on the front. The brand’s iconic horizontal bands decorate the left arm, adding a distinctive touch. Slight adjustable side slits with buttons complete the garment, for greater freedom of movement. A refined and versatile garment, perfect for smart or casual looks.</p>
<p>Season: SS26<br>
Fit: Regular<br>
Composition: 100% Merino Wool</p>
",Thom Browne,,,"112075178262, 13426, Clothing, Gray, IT42 | L, New with tags, Polo Shirts - T-Shirts - Clothing, T-Shirts - Clothing, Thom Browne, Women",TRUE,Italian Size WOMEN,IT42 | L,,,,,,,,TH-FKC334AY1014055-IT42 | L,1000,shopify,deny,manual,1125,1520,TRUE,TRUE,,,,,'193894923903,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9836716.jpg?v=1772548019,1,,FALSE,,,,,,,,,,kg,,710,active
gray-merino-wool-polo-shirt-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9836721.jpg?v=1772548019,2,,,,,,,,,,,,,,,
gray-merino-wool-polo-shirt-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9836726.jpg?v=1772548020,3,,,,,,,,,,,,,,,
blue-merino-wool-polo-shirt,Blue Merino Wool Polo Shirt,"<p>Thom Browne Cardigan made of soft merino wool, featuring a monochrome design and slim fit. Featuring a V-neck with ribbed trim, it has a front button closure and two patch pockets on the front. The brand’s iconic horizontal bands decorate the left arm, adding a distinctive touch. Slight adjustable side slits with buttons complete the garment, for greater freedom of movement. A refined and versatile garment, perfect for smart or casual looks.</p>
<p>Season: SS26<br>
Fit: Regular<br>
Composition: 100% Merino Wool</p>
",Thom Browne,,,"112075178262, 13426, Blue, Clothing, IT38 | S, IT40 | M, IT44 | L, New with tags, Polo Shirts - T-Shirts - Clothing, T-Shirts - Clothing, Thom Browne, Women",TRUE,Italian Size WOMEN,IT44 | L,,,,,,,,TH-FKC334AY1014415-IT44 | L,1000,shopify,deny,manual,1125,1520,TRUE,TRUE,,,,,'193894924054,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9836712.jpg?v=1772548018,1,,FALSE,,,,,,,,,,kg,,710,active
blue-merino-wool-polo-shirt,,,,,,,,,IT38 | S,,,,,,,,TH-FKC334AY1014415-IT38 | S,1000,shopify,deny,manual,1125,1520,TRUE,TRUE,,,,,'193894924023,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9836713.jpg?v=1772548018,2,,,,,,,,,,,,kg,,710,
blue-merino-wool-polo-shirt,,,,,,,,,IT40 | M,,,,,,,,TH-FKC334AY1014415-IT40 | M,1000,shopify,deny,manual,1125,1520,TRUE,TRUE,,,,,'193894924030,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9836718.jpg?v=1772548017,3,,,,,,,,,,,,kg,,710,
gray-merino-wool-polo-shirt,Gray Merino Wool Polo Shirt,"<p>Thom Browne Cardigan made of soft merino wool, featuring a monochrome design and slim fit. Featuring a V-neck with ribbed trim, it has a front button closure and two patch pockets on the front. The brand’s iconic horizontal bands decorate the left arm, adding a distinctive touch. Slight adjustable side slits with buttons complete the garment, for greater freedom of movement. A refined and versatile garment, perfect for smart or casual looks.</p>
<p>Season: SS26<br>
Fit: Regular<br>
Composition: 100% Merino Wool</p>
",Thom Browne,,,"112075178262, 13426, Clothing, Gray, IT40 | M, IT42 | L, IT44 | L, New with tags, Polo Shirts - T-Shirts - Clothing, T-Shirts - Clothing, Thom Browne, Women",TRUE,Italian Size WOMEN,IT40 | M,,,,,,,,TH-FKC334AY1014035-IT40 | M,1000,shopify,deny,manual,1125,1520,TRUE,TRUE,,,,,'193894923828,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9836706.jpg?v=1772548016,1,,FALSE,,,,,,,,,,kg,,710,active
gray-merino-wool-polo-shirt,,,,,,,,,IT42 | L,,,,,,,,TH-FKC334AY1014035-IT42 | L,1000,shopify,deny,manual,1125,1520,TRUE,TRUE,,,,,'193894923835,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9836710.jpg?v=1772548016,2,,,,,,,,,,,,kg,,710,
gray-merino-wool-polo-shirt,,,,,,,,,IT44 | L,,,,,,,,TH-FKC334AY1014035-IT44 | L,1000,shopify,deny,manual,1125,1520,TRUE,TRUE,,,,,'193894923842,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9836711.jpg?v=1772548016,3,,,,,,,,,,,,kg,,710,
brown-polyester-shoulder-bag,Brown Polyester Shoulder Bag,"<p>The Falabella mini Tote Bag by Stella McCartney is a cruelty-free style icon, renowned for its distinctive chain detailing. Featuring silver-tone chain handles and a shoulder strap, it defines an elegant and luminous silhouette. The magnetic flap closure ensures practicality and security, while the interior, lined with the brand’s logo, offers an open pocket ideal for storing essentials. The design is completed by a round silver pendant with an engraved logo, a symbol of Stella McCartney’s refined and conscious aesthetic.</p>
<p>Season: SS26<br>
Dimension: 25x25x6<br>
Composition: 100% Polyester</p>
",Stella McCartney,,,"112075178262, 13426, Bags, Brown, New with tags, Shoulder Bags - Bags, Stella McCartney, Women",TRUE,Title,Default Title,,,,,,,,ST7B0180WP05432017BB,3000,shopify,deny,manual,982,1170,TRUE,TRUE,,,,,'9900659504052,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9808631.jpg?v=1772548014,1,,FALSE,,,,,,,,7B0180WP0543,,kg,,680,active
brown-polyester-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9808632.jpg?v=1772548014,2,,,,,,,,,,,,,,,
brown-polyester-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9808633.jpg?v=1772548014,3,,,,,,,,,,,,,,,
brown-polyester-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9808634.jpg?v=1772548015,4,,,,,,,,,,,,,,,
black-leather-shoulder-bag,Black Leather Shoulder Bag,"<p>Description:<br>
The product with MPN <b>2514511043600001</b> and code <b>F85279</b> <b>leather</b> in <b>black</b> is a <b>shoulder bags</b> designed by <b>Max Mara</b>. It has features like <b>front logo, vintage effect, adjustable handle</b>.</p>
",Max Mara,,,"112075374870, 13426, Bags, Black, Max Mara, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,MA15406041694473BT,3000,shopify,deny,manual,960.9,1670,TRUE,TRUE,,,,,'8053815322159,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9796173.jpg?v=1772548012,1,,FALSE,,,,,,,,2514511043600001,,kg,,637,active
black-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9796181.jpg?v=1772548013,2,,,,,,,,,,,,,,,
black-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9796188.jpg?v=1772548013,3,,,,,,,,,,,,,,,
black-polyester-shoulder-bag,Black Polyester Shoulder Bag,"<p>The Falabella medium Drawstring Shoulder Bag by Stella McCartney combines iconic design and sustainability in a distinctive accessory. Made of matte vegan Shaggy Deer fabric with semi-gloss grain, it is complemented by the emblematic diamond-effect chain in gold-colored recycled brass and aluminum. It features two top handles, a main compartment and an interior zippered pocket, while the top drawstring closure and engraved logo medallion charm add a touch of refined and recognizable style.</p>
<p>Season: SS26<br>
Composition: 100% Polyester</p>
",Stella McCartney,,,"112075178262, 13426, Bags, Black, New with tags, Shoulder Bags - Bags, Stella McCartney, Women",TRUE,Title,Default Title,,,,,,,,ST7B0180W91321000BB,3000,shopify,deny,manual,894,1070,TRUE,TRUE,,,,,'9900659504038,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9744984.jpg?v=1772548009,1,,FALSE,,,,,,,,7B0180W9132,,kg,,610,active
black-polyester-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9744987.jpg?v=1772548009,2,,,,,,,,,,,,,,,
black-polyester-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9744990.jpg?v=1772548009,3,,,,,,,,,,,,,,,
black-polyester-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9744993.jpg?v=1772548009,4,,,,,,,,,,,,,,,
gray-leather-shoulder-bag,Gray Leather Shoulder Bag,"<p>Description:<br>
The product with MPN <b>2198730781655</b> and code <b>F84817</b> <b>leather</b> in <b>gray</b> is a <b>shoulder bags</b> designed by <b>Salvatore Ferragamo</b>. It has features like <b>front logo, removable shoulder</b>.</p>
",Salvatore Ferragamo,,,"112075374870, 13426, Bags, Gray, New with tags, Salvatore Ferragamo, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,SA15293266886921BT,3000,shopify,deny,manual,992.1,1725,TRUE,TRUE,,,,,'8017577217870,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9672308.jpg?v=1772548008,1,,FALSE,,,,,,,,2.19873E+12,,kg,,658,active
gray-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9672314.jpg?v=1772548008,2,,,,,,,,,,,,,,,
gray-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9672319.jpg?v=1772548008,3,,,,,,,,,,,,,,,
gray-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9672321.jpg?v=1772548008,4,,,,,,,,,,,,,,,
black-leather-crossbody-bag,Black Leather Crossbody Bag,"<p>Description:<br>
The product with MPN <b>2159710769385</b> and code <b>F82866</b> <b>leather</b> in <b>black</b> is a <b>crossbody bags</b> designed by <b>Salvatore Ferragamo</b>. It has features like <b>front logo, adjustable shoulder, removable shoulder</b>.</p>
",Salvatore Ferragamo,,,"112075374870, 13426, Bags, Black, Crossbody Bags - Bags, New with tags, Salvatore Ferragamo, Women",TRUE,Title,Default Title,,,,,,,,SA15293777969417BT,2500,shopify,deny,manual,1117.6,1945,TRUE,TRUE,,,,,'8056283497282,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9670825.jpg?v=1772548006,1,,FALSE,,,,,,,,2.15971E+12,,kg,,743,active
black-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9670826.jpg?v=1772548006,2,,,,,,,,,,,,,,,
black-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9670827.jpg?v=1772548006,3,,,,,,,,,,,,,,,
black-fabric-handbag,Black Fabric Handbag,"<p>Description:<br>
The product with MPN <b>2414100777410</b> and code <b>F84822</b> <b>fabric </b> in <b>black</b> is a <b>handbags</b> designed by <b>Salvatore Ferragamo</b>. It has features like <b>front detail, removable details, logo, adjustable shoulder, removable shoulder</b>.</p>
",Salvatore Ferragamo,,,"112075374870, 13426, Bags, Black, Handbags - Bags, New with tags, Salvatore Ferragamo, Women",TRUE,Title,Default Title,,,,,,,,SA15293569237257BT,3000,shopify,deny,manual,1142.7,1989,TRUE,TRUE,,,,,'8056283893510,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9670559.jpg?v=1772548005,1,,FALSE,,,,,,,,2.4141E+12,,kg,,760,active
black-fabric-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9670563.jpg?v=1772548004,2,,,,,,,,,,,,,,,
black-fabric-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9670569.jpg?v=1772548004,3,,,,,,,,,,,,,,,
beige-fabric-clutch-bag,Beige Fabric Clutch Bag,"<p>Description:<br>
The product with MPN <b>8084026</b> and code <b>F85143</b> <b>fabric </b> in <b>beige</b> is a <b>clutches</b> designed by <b>Burberry</b>. It has features like <b>adjustable shoulder, removable shoulder</b>.</p>
",Burberry,,,"112075374870, 13426, Bags, Beige, Burberry, Clutch Bags - Bags, New with tags, Women",TRUE,Title,Default Title,,,,,,,,BU15383650369801BT,2000,shopify,deny,manual,970.6,1175,TRUE,TRUE,,,,,'5045705408565,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9666182.jpg?v=1772548002,1,,FALSE,,,,,,,,8084026,,kg,,644,active
beige-fabric-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9666184.jpg?v=1772548002,2,,,,,,,,,,,,,,,
beige-fabric-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9666187.jpg?v=1772548003,3,,,,,,,,,,,,,,,
beige-fabric-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9666189.jpg?v=1772548003,4,,,,,,,,,,,,,,,
white-leather-shoulder-bag,White Leather Shoulder Bag,"<p>Description:<br>
The product with MPN <b>AVENUEDAWLATTELIGHT</b> and code <b>F85115</b> <b>leather</b> in <b>white</b> is a <b>shoulder bags</b> designed by <b>Jimmy Choo</b>. It has features like <b>front logo, back logo, studs, removable details</b>.</p>
",Jimmy Choo,,,"112075374870, 13426, Bags, Jimmy Choo, New with tags, Shoulder Bags - Bags, White, Women",TRUE,Title,Default Title,,,,,,,,JI15379548668169BT,3000,shopify,deny,manual,1180,2055,TRUE,TRUE,,,,,'0196176257246,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9653939.jpg?v=1772548001,1,,FALSE,,,,,,,,AVENUEDAWLATTELIGHT,,kg,,785,active
white-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9653943.jpg?v=1772548000,2,,,,,,,,,,,,,,,
white-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9653949.jpg?v=1772548000,3,,,,,,,,,,,,,,,
blue-leather-shoulder-bag,Blue Leather Shoulder Bag,"<p>Description:<br>
The product with MPN <b>AVENUEQUADCQONAVYSKYLIGHTGOLD</b> and code <b>F85112</b> <b>leather</b> in <b>blue</b> is a <b>shoulder bags</b> designed by <b>Jimmy Choo</b>. It has features like <b>front logo, intentionally distressed areas may vary</b>.</p>
",Jimmy Choo,,,"112075374870, 13426, Bags, Blue, Jimmy Choo, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,JI15379474514185BT,3000,shopify,deny,manual,1082.8,1885,TRUE,TRUE,,,,,'0197255181520,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9644578.jpg?v=1772547999,1,,FALSE,,,,,,,,AVENUEQUADCQONAVYSKYLIGHTGOLD,,kg,,719,active
blue-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9644589.jpg?v=1772547999,2,,,,,,,,,,,,,,,
blue-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9644601.jpg?v=1772547999,3,,,,,,,,,,,,,,,
